Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2024/06/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Armenia,ARM,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3559144208,4706636212,5510097099,5718737924,6430657228,6902778030,6966941830,8065591991,8830635615,9792729661,10662703527,11904145958,13160652087,14964112500,17327816491,18695854559,17811694443,18805065589,20073683505,23178851909,22120399910,22498467109,21218078172,22346080354,26749698685,28895950878,33581259771,29401863637,30331112326,34297549848,38336973648
American Samoa,ASM,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446172043.3,445337049.4,470424321.7,492827711.4,494667288.2,504679397.8,505627324.6,526103672.3,557049716.5,591102110.9,666337268.9,,
Antigua and Barbuda,ATG,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60E+11,1.69E+11,1.79E+11,1.87E+11,1.95E+11,2.07E+11,2.20E+11,2.30E+11,2.44E+11,2.61E+11,2.74E+11,2.92E+11,3.04E+11,3.19E+11,3.44E+11,3.59E+11,3.75E+11,4.05E+11,4.30E+11,4.39E+11,4.64E+11,5.00E+11,5.20E+11,5.53E+11,5.73E+11,5.89E+11,6.16E+11,6.24E+11,6.52E+11,6.72E+11,6.69E+11,6.95E+11,7.89E+11,8.77E+11
Austria,AUT,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81831211665,87099877328,92532952487,94938300771,98899377156,1.02E+11,1.07E+11,1.09E+11,1.14E+11,1.18E+11,1.27E+11,1.29E+11,1.33E+11,1.39E+11,1.46E+11,1.54E+11,1.62E+11,1.68E+11,1.75E+11,1.78E+11,1.85E+11,1.95E+11,1.99E+11,2.06E+11,2.10E+11,2.13E+11,2.25E+11,2.32E+11,2.42E+11,2.54E+11,2.42E+11,2.69E+11,3.14E+11,3.30E+11
Azerbaijan,AZE,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16648154464,9356205053,7676806418,9548901370,10922575378,10583306776,12676639197,14716907569,15876118506,17292229714,19939967223,22414912808,23962295657,25026117301,31446367624,37746125619,45948073490,51186352105,54035116885,59995668690,71788450341,75206239152,83407861399,86434430692,85913706121,84085374066,89831219901,99255431308,94117471818,1.01E+11,1.14E+11,1.23E+11
Burundi,BDI,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2754015886,2843791686,2979640301,2666643756,2673244477,2335284040,1839613119,1870929206,2111402979,2288414008,2333996898,2502134796,2809792250,2738677280,3042354992,3417488579,3874321106,3982632446,4404971225,4126580484,4340271872,4896324398,5405266260,6101743089,6405226772,6474479699,6598391576,6524933988,6775093187,7072050281,6982501428,7537409741,8156754996,7813958115
Belgium,BEL,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94537119714,1.01E+11,1.05E+11,1.07E+11,1.12E+11,1.16E+11,1.20E+11,1.23E+11,1.27E+11,1.31E+11,1.45E+11,1.50E+11,1.55E+11,1.55E+11,1.62E+11,1.68E+11,1.76E+11,1.84E+11,1.95E+11,1.97E+11,2.09E+11,2.20E+11,2.27E+11,2.37E+11,2.43E+11,2.47E+11,2.58E+11,2.67E+11,2.82E+11,3.00E+11,2.85E+11,3.18E+11,3.65E+11,3.88E+11
Benin,BEN,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4855602634,5276177612,4997929631,5396757381,5845714020,6350390414,6812436668,8775358513,9625004243,10302096316,10932894504,11549995564,12142717574,12993263707,13725990697,14456399437,15611542307,16007773010,16351567390,17444373383,19284152046,20128002206,21527610245,23088011654,24129618696,24871579589,25764311548,27055878064,28017937645,30140063977,32239711882,34717109988
Burkina Faso,BFA,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3378541563,3435985988,3612039407,3840188073,2969001835,3526014457,4074105559,4201364571,5007177913,8447085045,8807730208,9198063484,9851112777,10466507389,11430699373,12395329745,13012119419,13645998807,15080570712,15019769001,15992338559,17531262818,19801610864,21563308456,22072928755,23561882961,26230627879,28196366251,28953981228,30459616804,32047761946,34523423265,36873250055,40390865981
Bangladesh,BGD,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92429561069,97804891446,1.06E+11,1.12E+11,1.17E+11,1.23E+11,1.29E+11,1.35E+11,1.36E+11,1.42E+11,1.54E+11,1.68E+11,1.77E+11,1.91E+11,1.98E+11,2.13E+11,2.31E+11,2.51E+11,2.80E+11,2.93E+11,3.09E+11,3.29E+11,3.83E+11,4.07E+11,4.39E+11,4.78E+11,4.95E+11,5.36E+11,6.11E+11,6.69E+11,7.22E+11,8.31E+11,9.42E+11,1.00E+12
Bulgaria,BGR,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45565127488,29286192379,28302747308,28100111631,26052150754,31157471907,34529418914,23705259526,23808152234,26036921902,29427249256,31873933911,34922924387,37615721635,40940248007,45637410001,47558790448,55153318435,57555868033,54211198923,57697028791,63040948266,67547222336,66366673801,70753609586,73420229164,78862848394,82463281854,87871767135,95312682815,92779406880,1.08E+11,1.28E+11,1.40E+11
Bahrain,BHR,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2521467912,4346760821,4651864130,4869274087,4915671499,5257725316,5737076112,5947903216,6301209924,6773184938,7786185933,8416711270,8843494857,9778816955,12911587244,13199442293,13528153734,14404900337,18649302069,19131951537,21522072313,23671358016,25264648643,26716207469,25948530804,26169305100,26039071898,27163332581,28831307956,29614274446,27658189535,27714774391,,
"Bahamas, The",BHS,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2921551201,2931667796,2796996551,2877914551,3009971387,3320331736,3630193683,3251405107,3585848743,3900021808,4118771000,4516797164,4494747356,4547061361,4766968998,5355054470,5777906875,5945569366,5938583378,5438637459,5616043164,5716529063,6314833150,6174358407,6526047964,6641997237,6849924766,7336358327,7392027847,6788724219,5557188076,6863824535,7566365526,8523662011
Bosnia and Herzegovina,BIH,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18852313075,19984127125,21612070617,23621020542,23291812115,24123634283,25237416189,26083361882,27042840214,27523151500,28016334945,29804031490,30049836657,31457090970,33939002542,32416710450,35267781799,40498045917,46119997044
Belarus,BLR,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16758158263,15761758079,13290680509,11460467338,12395714054,14070346987,16039642576,18190042609,20505323666,24911131385,27897871183,29851196075,33366617550,39377719937,45824420440,53631120014,64960384079,67876419766,76052100409,80773393164,92887786754,92704840170,93692896994,90751174286,89204861454,93424194467,1.02E+11,1.09E+11,1.13E+11,1.22E+11,1.31E+11,1.49E+11
Belize,BLZ,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275643379.1,318844998.6,586165015.1,626373830.1,674356120.5,722561698.3,746337322.3,851620495.1,913779957.5,956809376.2,1041598737,1115266022,1184251425,1250626535,1248467596,1335229522,1505056141,1607164870,1648771310,1605325374,1683515473,1779136974,1901418802,1960993591,1939775276,1899513293,1855529484,1774014304,1935052286,2155710980,2012145959,2574381780,3087603534,3386038490
Bermuda,BMU,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1710671145,1772092534,1783520781,1819640627,1922345474,2062265808,2176257165,2182394143,2288032676,2181374352,2378602437,,
Bolivia,BOL,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9951051286,10714703878,11569605406,12182874655,12800430436,13610520255,14378404675,15504362711,16517382500,17395256205,18423430029,19044463158,19804209961,20591844545,21774142429,23077203301,25756649733,27557410748,28942968763,29627740977,31648355319,34904494801,40868935000,46349992824,52689150987,58381735424,62367187524,69427532240,71713445228,74858246081,68889813634,76699117123,88123670952,94282007710
Brazil,BRA,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02E+11,5.37E+11,5.91E+11,6.32E+11,6.43E+11,6.86E+11,7.29E+11,7.64E+11,7.82E+11,8.04E+11,8.59E+11,9.26E+11,1.02E+12,1.13E+12,1.27E+12,1.34E+12,1.47E+12,1.60E+12,1.77E+12,1.82E+12,1.89E+12,1.81E+12,1.76E+12,1.78E+12,1.93E+12,2.06E+12,2.05E+12,2.26E+12,2.56E+12,2.76E+12
Barbados,BRB,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464250249,1490920444,1418592516,1511062258,1574483590,1762132690,1840553818,1891989258,2110399654,2273348844,2368987637,2428642858,2433389128,2286940598,2664360859,2951915045,3019606490,3238241896,3301432929,2949836742,3007598298,2917228809,2964409080,2900972799,2912289619,3006891819,3173134057,3100632067,3065931717,3027648104,2928723491,2984771985,,
Brunei Darussalam,BRN,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513890145,1576128036,1969830979,2360724721,2241099136,2205635901,2524568388,2761424135,2536164212,2564341300,2492817322,2622459420,2762985797,3282498928,3785947864,3897851767,4070341440,4274493768,4214770347,4381389994,3208751011,3578340519,4235093426,4461335425,4462375668,4729762808,4709329995,5085452544,5398034643,5834524492,6231278229,7714098596,9189636127,9981355892
Bhutan,BTN,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504378132.4,522063858.9,591027402.1,479916429,464434212.6,459675222.4,603171378.9,798111659,919925839.7,1019656650,645319897.8,644045967,692295167.6,812515253.8,985331451.1,1120274693,1044170122,1422564952,1717610370,1815428752,1935636650,1928232842,1884784671,2215846893,2847259302,3545119987,3756119354,3981902206,4257890716,4526936813,4772645381,4994091080,6275029317,
Botswana,BWA,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2042375019,2336001409,2308757848,2312340661,2634102649,2898144513,2986242078,3205116873,3509545247,3694666661,4172100593,4520134257,4948616849,5168408706,5785954797,6369276917,6001455872,6722003834,7779840206,8132515947,8873223929,9622472663,10952359956,11791505181,12276623949,12858802165,13416112713,13614534050,14668024856,15455110852,16468911385,17657612773,19349442015,21289828778
Central African Republic,CAF,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1409554114,1469665504,1484739697,1520097403,1505801534,1604577248,1607723821,1640322058,1839763599,1847823877,2030065158,2207122202,2204516942,2133861015,2402755941,2583239548,2739685354,3026586644,3155319030,3113423712,3221383806,3609455393,4316118139,2654726296,2560439519,2769602666,3069088599,3247334670,3862751298,4254816741,4288483921,4688528884,5356639798,5648661111
Canada,CAN,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00E+11,3.06E+11,3.19E+11,3.33E+11,3.50E+11,3.65E+11,3.84E+11,4.10E+11,4.25E+11,4.48E+11,4.75E+11,4.96E+11,5.19E+11,5.44E+11,5.74E+11,6.13E+11,6.33E+11,6.78E+11,6.93E+11,6.95E+11,7.33E+11,7.72E+11,7.97E+11,8.17E+11,8.49E+11,8.59E+11,9.11E+11,9.56E+11,1.01E+12,1.02E+12,9.81E+11,1.09E+12,1.23E+12,1.30E+12
Central Europe and the Baltics,CEB,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.50E+11,4.89E+11,5.06E+11,5.31E+11,5.58E+11,5.93E+11,6.39E+11,6.87E+11,7.22E+11,7.88E+11,8.19E+11,8.80E+11,9.77E+11,1.08E+12,1.08E+12,1.15E+12,1.23E+12,1.28E+12,1.30E+12,1.34E+12,1.39E+12,1.47E+12,1.57E+12,1.68E+12,1.83E+12,1.79E+12,1.98E+12,2.33E+12,2.45E+12
Switzerland,CHE,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02E+11,1.07E+11,1.11E+11,1.13E+11,1.17E+11,1.20E+11,1.25E+11,1.31E+11,1.34E+11,1.37E+11,1.42E+11,1.48E+11,1.52E+11,1.54E+11,1.60E+11,1.64E+11,1.74E+11,1.88E+11,2.00E+11,2.06E+11,2.10E+11,2.19E+11,2.26E+11,2.39E+11,2.44E+11,2.50E+11,2.59E+11,2.66E+11,2.75E+11,2.88E+11,2.81E+11,2.98E+11,3.37E+11,3.62E+11
Channel Islands,CHI,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30106780393,34510596244,39985250869,44164014812,47942628013,54075618338,57444091572,62827539542,66821103159,67100637521,71602057558,74515876085,77512063335,82271239648,91644188860,1.02E+11,1.28E+11,1.40E+11,1.49E+11,1.47E+11,1.67E+11,1.91E+11,1.97E+11,2.14E+11,2.21E+11,2.19E+11,2.32E+11,2.40E+11,2.57E+11,2.67E+11,2.53E+11,3.09E+11,3.48E+11,3.48E+11
China,CHN,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.87E+11,4.35E+11,4.92E+11,5.64E+11,6.36E+11,7.33E+11,8.35E+11,9.04E+11,9.80E+11,1.10E+12,1.26E+12,1.39E+12,1.54E+12,1.67E+12,1.85E+12,2.12E+12,2.41E+12,2.80E+12,3.15E+12,3.46E+12,3.91E+12,4.61E+12,5.24E+12,5.62E+12,6.13E+12,6.66E+12,7.31E+12,8.09E+12,8.81E+12,9.57E+12,9.58E+12,1.09E+13,1.19E+13,
Cote d'Ivoire,CIV,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18800181519,19764412118,19516713132,20217549789,21499976024,24258072451,,,,,,,,,,,,,,,,,,,,72677388579,76508218906,83658543925,93053815027,1.01E+11,1.03E+11,1.13E+11,1.27E+11,1.39E+11
Cameroon,CMR,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13230186508,13343771723,14364818273,18356544715,15573045329,15648101902,16868113002,17994128848,19503404657,20311461734,22050598542,23336288078,25210015583,27613885306,29817968958,31431460459,32734100078,34856950187,37767982444,39394560599,40776954944,42990280021,47082958786,49500099317,53931965096,57518774216,59686509809,63604531203,70564084351,77000007649,80987187263,91053004670,1.02E+11,1.04E+11
"Congo, Dem. Rep.",COD,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4184056533,3640162353,3781896488,4645244145,4930037375,6207297995,,10729960018,10505710298,12327007508,12883081586,15822085863,16222411255,17664518069,21305561946,28522376849,28940183691,31815154373,40763861201,40407745888,45995492343,52953553710,63563276582,64379416019,75528894500,79728623002,70339153703,75804815011,,
"Congo, Rep.",COG,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360535988,1745160086,1349180362,1492214578,1746275431,2086299458,2363344241,,1887337326,1894683912,1990193845,2624763875,2312056366,1942640076,3325600108,3816507514,4238909979,4822219086,5604900479,5704296949,6179756857,6726355494,7313632275,7671820862,8487673078,9912464241,10070713714,8404772394,9968941145,12356114733,11998066219,14596660004,16096307488,17697714429
Colombia,COL,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97597214179,1.02E+11,1.09E+11,1.21E+11,1.29E+11,1.36E+11,1.38E+11,1.43E+11,1.43E+11,1.39E+11,1.63E+11,1.70E+11,1.76E+11,1.83E+11,1.96E+11,2.13E+11,2.37E+11,2.58E+11,2.74E+11,2.78E+11,2.97E+11,3.30E+11,3.67E+11,3.81E+11,4.00E+11,4.18E+11,4.25E+11,4.30E+11,4.59E+11,4.87E+11,4.78E+11,5.67E+11,7.02E+11,7.63E+11
Comoros,COM,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796630384.7,862679658.5,902260095.4,954069668.6,988033764.5,1023033798,1081226672,1093558336,1224639494,1221969262,1284262471,1433569971,1691646708,1753780668,1807046446,1806622904,1924324277,2047233034,2082637485,2141292644,2257675124,2292664177,,
Cabo Verde,CPV,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777111857,1843430317,1926528482,1929003620,2026233262,2123909304,2077494628,2070335644,2153380472,2381703419,2781701956,2686633176,2730569562,2312213564,2651459942,3260213073,
Costa Rica,CRI,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6545298681,10620550231,11739701760,13108545785,14065751963,14594181063,15365037128,16450221451,17195851319,18297893312,18855203805,19541472300,21266500932,23322507368,25020832569,27452886442,30438877482,34369715623,37463830063,35346093829,37681907460,41268424713,46361654649,46475181776,49863361859,53216190003,56692022255,61936861361,64321620690,68165920648,61580111415,69615021222,79845135729,84487240470
Caribbean small states,CSS,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965609481,2144777017,2418040625,2588782662,2474138761,2868573853,2631586162,2777643411,2688923434,2588590281,2524170906,2477905331,2633676524,2673795225,,,,,
Cayman Islands,CYM,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3865822843,4309078770,4669130944,4535278256,4850915786,6355779913,6691325532,6976984054,7483002792,7856226715,8631361366,9193562256,9588566642,10096335416,10963060711,11792709947,12692225176,14753593279,16893640289,15816049198,16775112209,17137095282,16981199142,16172648631,16390413483,16827382985,18468272690,19574576649,20932032419,22492362085,21194012095,23041879706,27089050261,29417176256
